edad,genero,estrato,semestre,trabaja,horas_estudio_semanal,apoyo_financiero,distancia_km,participacion_extracurricular,promedio_anterior,asistencia_pct,materias_reprobadas,creditos_matriculados,desercion,grupo_estrato
18.0,Femenino,4,10,0,20.9,1,3.8,0,3.76,86.6,4,13,1,Medio (3-4)
21.0,Masculino,4,7,1,5.5,0,10.6,1,2.01,70.7,1,14,1,Medio (3-4)
21.0,Femenino,2,5,1,18.3,1,7.3,1,2.97,70.6,2,15,1,Bajo (1-2)
21.0,Masculino,3,4,0,17.0,1,8.4,1,3.17,89.9,3,19,0,Medio (3-4)
21.0,Femenino,3,5,0,13.2,0,4.5,0,2.77,92.2,1,15,0,Medio (3-4)
17.0,Masculino,3,1,0,18.7,1,12.6,1,4.18,71.7,0,16,0,Medio (3-4)
19.0,Masculino,1,6,0,18.8,1,7.8,1,3.76,94.9,1,14,0,Bajo (1-2)
20.0,Femenino,3,3,1,9.8,0,1.9,0,2.48,55.8,0,15,0,Medio (3-4)
20.0,Masculino,1,3,1,0.0,1,5.6,0,2.49,78.9,1,16,0,Bajo (1-2)
21.0,Masculino,2,6,0,8.1,0,3.8,1,3.53,81.0,1,14,0,Bajo (1-2)
24.0,Masculino,2,10,0,22.3,0,0.0,1,3.28,80.0,0,13,0,Bajo (1-2)
22.0,Masculino,6,3,0,6.5,0,13.1,0,3.32,78.3,1,13,0,Alto (5-6)
18.0,Masculino,2,10,1,13.4,0,2.7,1,3.9,70.5,1,16,1,Bajo (1-2)
22.0,Femenino,3,6,1,12.6,0,3.6,0,3.78,79.5,1,13,1,Medio (3-4)
22.0,Femenino,2,10,0,9.6,0,1.2,0,3.12,78.6,0,12,0,Bajo (1-2)
19.0,Femenino,5,4,1,0.0,0,4.0,0,3.23,84.4,4,20,1,Alto (5-6)
22.0,Masculino,3,10,0,10.6,0,6.1,0,2.82,93.9,0,21,0,Medio (3-4)
20.0,Masculino,5,7,0,26.5,0,8.2,0,5.0,79.3,1,17,0,Alto (5-6)
17.0,Femenino,2,7,1,3.9,0,8.2,0,2.9,66.8,2,18,1,Bajo (1-2)
22.0,Femenino,1,6,1,4.5,1,9.5,0,3.38,63.6,2,13,1,Bajo (1-2)
21.0,Masculino,3,5,0,8.0,1,1.8,0,2.78,95.0,2,12,1,Medio (3-4)
20.0,Femenino,2,6,1,16.5,0,9.7,0,3.59,90.7,1,12,1,Bajo (1-2)
20.0,Masculino,4,9,1,8.3,0,12.8,1,3.25,87.9,0,13,0,Medio (3-4)
19.0,Femenino,5,8,0,10.2,0,3.5,0,2.6,78.6,0,13,0,Alto (5-6)
22.0,Masculino,3,1,1,21.1,0,4.7,0,3.07,83.2,1,19,0,Medio (3-4)
20.0,Femenino,6,7,0,17.5,0,16.8,0,3.28,91.0,3,19,0,Alto (5-6)
21.0,Femenino,3,9,0,8.5,1,12.0,0,3.53,71.8,0,19,1,Medio (3-4)
21.0,Masculino,2,8,0,6.7,1,37.0,0,1.98,78.3,2,14,0,Bajo (1-2)
18.0,Masculino,3,5,1,15.7,0,13.4,1,3.13,67.9,0,15,1,Medio (3-4)
19.0,Femenino,1,4,1,10.3,1,0.1,0,3.72,73.7,3,15,0,Bajo (1-2)
17.0,Femenino,4,7,1,0.0,0,1.5,0,1.98,90.4,1,13,1,Medio (3-4)
22.0,Masculino,1,7,0,3.3,1,12.2,0,3.38,88.8,1,16,1,Bajo (1-2)
18.0,Masculino,2,4,0,7.3,1,0.8,0,2.36,79.4,0,17,0,Bajo (1-2)
21.0,Femenino,3,5,1,0.9,0,1.2,1,2.18,52.1,1,14,1,Medio (3-4)
21.0,Femenino,1,4,1,1.0,1,3.7,1,2.57,72.4,2,14,0,Bajo (1-2)
22.0,Masculino,1,1,0,7.4,1,10.2,0,3.87,79.0,1,16,0,Bajo (1-2)
18.0,Masculino,4,1,0,8.5,0,11.7,0,2.66,75.8,1,12,1,Medio (3-4)
20.0,Masculino,1,1,1,8.1,0,3.9,0,2.1,75.3,1,17,1,Bajo (1-2)
24.0,Masculino,3,5,1,19.8,1,3.9,0,2.79,77.4,1,15,0,Medio (3-4)
24.0,Femenino,2,6,0,12.4,0,0.2,0,3.62,72.7,0,19,1,Bajo (1-2)
23.0,Masculino,2,5,1,8.0,0,13.9,0,2.28,74.9,1,19,1,Bajo (1-2)
21.0,Masculino,2,10,1,12.9,1,1.0,0,3.78,73.5,0,15,0,Bajo (1-2)
18.0,Masculino,4,3,0,12.6,0,8.1,0,3.2,71.0,0,15,0,Medio (3-4)
22.0,Femenino,6,4,0,16.4,0,3.5,1,3.32,100.0,1,17,0,Alto (5-6)
20.0,Femenino,2,3,1,11.3,1,16.9,0,3.26,70.2,0,12,1,Bajo (1-2)
22.0,Masculino,6,3,0,14.7,0,2.1,0,2.86,55.5,2,13,0,Alto (5-6)
19.0,Femenino,3,6,0,30.6,0,15.0,1,4.05,99.8,0,13,0,Medio (3-4)
20.0,Masculino,3,4,0,19.5,1,2.9,0,2.88,69.5,3,14,0,Medio (3-4)
21.0,Femenino,4,4,0,7.5,0,16.5,0,3.61,87.0,2,17,1,Medio (3-4)
21.0,Masculino,4,7,1,12.8,1,5.0,0,2.66,68.2,3,14,1,Medio (3-4)
22.0,Masculino,4,9,1,8.1,1,3.7,0,3.18,80.7,1,17,0,Medio (3-4)
19.0,Femenino,3,3,0,16.7,0,0.1,1,2.83,81.5,1,18,0,Medio (3-4)
18.0,Femenino,3,2,0,5.7,0,2.9,0,2.59,88.0,1,18,0,Medio (3-4)
24.0,Masculino,2,3,1,2.6,1,1.0,0,2.53,72.9,0,17,1,Bajo (1-2)
26.0,Masculino,1,6,1,19.0,1,9.9,1,4.94,72.4,0,17,0,Bajo (1-2)
21.0,Femenino,4,10,0,20.0,0,8.9,0,3.49,80.6,0,16,0,Medio (3-4)
18.0,Masculino,1,2,1,11.2,0,5.3,1,2.69,75.2,2,16,1,Bajo (1-2)
19.0,Masculino,2,1,1,15.7,0,2.3,0,3.09,55.7,3,19,0,Bajo (1-2)
22.0,Femenino,1,6,1,10.3,1,1.9,0,2.31,69.0,2,16,1,Bajo (1-2)
23.0,Femenino,2,10,1,9.8,1,38.6,1,2.96,100.0,0,15,1,Bajo (1-2)
18.0,Femenino,3,6,1,8.3,0,15.3,0,3.9,56.8,1,21,1,Medio (3-4)
20.0,Femenino,3,10,0,18.9,1,11.6,0,3.62,80.4,1,21,0,Medio (3-4)
21.0,Femenino,3,7,1,18.7,0,3.2,0,3.89,72.6,0,20,0,Medio (3-4)
22.0,Femenino,1,1,0,13.6,0,2.8,1,2.76,100.0,1,20,0,Bajo (1-2)
20.0,Masculino,3,5,0,13.3,0,4.0,1,3.1,70.9,3,15,1,Medio (3-4)
17.0,Femenino,3,8,1,21.2,0,24.9,0,3.66,76.0,4,21,1,Medio (3-4)
22.0,Masculino,4,6,0,13.9,0,7.3,0,2.86,84.9,0,18,0,Medio (3-4)
23.0,Femenino,3,2,0,14.5,0,3.4,0,3.45,76.2,1,20,1,Medio (3-4)
20.0,Femenino,3,2,1,10.4,1,0.5,0,3.38,67.3,1,12,0,Medio (3-4)
21.0,Masculino,3,7,1,8.0,1,14.5,0,3.23,74.8,3,13,1,Medio (3-4)
19.0,Masculino,6,5,0,9.1,0,10.4,1,2.93,78.9,0,12,1,Alto (5-6)
19.0,Femenino,4,6,1,14.9,0,9.3,0,3.82,71.9,0,21,0,Medio (3-4)
23.0,Femenino,3,4,1,9.4,1,4.2,0,2.9,84.3,1,15,1,Medio (3-4)
21.0,Femenino,3,4,1,21.1,0,4.5,0,3.38,79.0,1,12,1,Medio (3-4)
22.0,Masculino,1,7,1,15.7,1,5.5,0,4.03,80.5,3,19,0,Bajo (1-2)
24.0,Femenino,5,1,0,10.4,0,16.3,0,2.52,81.3,2,19,0,Alto (5-6)
18.0,Femenino,2,5,0,18.4,0,0.2,0,2.58,87.6,2,21,0,Bajo (1-2)
19.0,Femenino,2,4,1,10.8,1,1.6,0,2.65,88.0,1,17,0,Bajo (1-2)
21.0,Femenino,6,8,0,21.9,0,18.0,0,3.78,75.1,2,18,0,Alto (5-6)
19.0,Masculino,4,8,1,6.7,0,3.4,0,3.55,83.2,1,18,0,Medio (3-4)
22.0,Masculino,1,5,1,5.9,0,2.5,0,2.54,62.0,2,19,0,Bajo (1-2)
20.0,Femenino,1,3,0,13.4,1,6.0,1,4.11,59.5,0,17,1,Bajo (1-2)
18.0,Femenino,1,3,0,14.4,1,0.7,0,3.26,96.3,0,12,0,Bajo (1-2)
21.0,Femenino,3,3,1,6.6,0,5.7,0,2.84,71.7,0,13,0,Medio (3-4)
21.0,Femenino,1,3,0,17.5,0,7.1,1,2.96,84.5,0,21,0,Bajo (1-2)
23.0,Masculino,5,8,1,10.9,0,6.4,0,4.07,62.7,0,12,1,Alto (5-6)
21.0,Masculino,5,1,0,21.7,0,2.6,0,3.5,65.3,2,12,0,Alto (5-6)
22.0,Masculino,3,1,1,11.7,0,7.5,1,2.46,71.9,2,20,0,Medio (3-4)
21.0,Masculino,3,6,1,4.8,0,15.6,0,4.04,81.4,0,21,1,Medio (3-4)
20.0,Masculino,2,3,1,14.0,0,23.8,1,3.43,73.8,0,16,1,Bajo (1-2)
19.0,Masculino,1,9,1,2.4,0,0.0,0,3.11,71.6,2,13,1,Bajo (1-2)
21.0,Femenino,4,8,1,16.6,1,8.8,0,4.19,67.6,0,17,0,Medio (3-4)
20.0,Femenino,1,8,1,15.5,0,14.8,0,3.6,86.7,0,12,1,Bajo (1-2)
24.0,Femenino,1,5,1,16.9,0,0.8,0,3.85,83.7,1,15,0,Bajo (1-2)
23.0,Masculino,2,5,0,16.3,0,11.1,0,3.36,73.2,2,17,0,Bajo (1-2)
22.0,Femenino,1,5,1,7.4,0,19.3,0,3.3,81.8,0,20,0,Bajo (1-2)
21.0,Masculino,3,2,0,14.7,0,2.4,0,3.24,75.5,1,13,1,Medio (3-4)
20.0,Masculino,4,6,0,16.3,0,11.7,0,3.32,74.6,2,18,1,Medio (3-4)
18.0,Masculino,4,9,1,5.1,0,30.9,0,2.89,74.5,0,12,1,Medio (3-4)
20.0,Femenino,3,3,0,22.0,0,3.4,0,3.39,84.4,3,16,0,Medio (3-4)
21.0,Femenino,4,1,0,17.5,0,0.7,0,3.64,69.1,2,18,0,Medio (3-4)
21.0,Femenino,3,6,1,4.9,1,6.0,0,3.07,80.0,0,12,0,Medio (3-4)
22.0,Masculino,4,4,1,18.2,0,14.3,1,3.83,100.0,3,19,0,Medio (3-4)
23.0,Masculino,3,8,0,14.6,0,0.9,0,3.58,79.8,1,21,0,Medio (3-4)
19.0,Masculino,2,9,0,7.4,1,13.7,0,3.93,78.4,1,14,0,Bajo (1-2)
19.0,Femenino,5,10,0,9.0,0,29.2,1,3.53,81.2,0,19,0,Alto (5-6)
24.0,Femenino,2,4,1,19.2,0,38.9,1,3.36,83.8,0,17,0,Bajo (1-2)
22.0,Femenino,1,10,0,24.9,1,20.0,0,3.95,61.9,0,21,0,Bajo (1-2)
20.0,Masculino,2,2,0,20.1,0,16.0,0,4.21,95.0,0,17,1,Bajo (1-2)
20.0,Masculino,3,4,1,20.2,1,1.6,1,3.03,88.8,6,20,0,Medio (3-4)
20.0,Femenino,3,3,1,19.6,0,10.2,0,4.49,68.6,0,13,0,Medio (3-4)
21.0,Masculino,3,10,0,17.3,1,1.9,0,2.99,78.3,3,14,1,Medio (3-4)
22.0,Femenino,5,7,1,12.2,1,8.9,0,3.6,69.4,0,16,1,Alto (5-6)
26.0,Masculino,2,4,1,13.9,0,2.9,0,3.23,78.0,1,21,1,Bajo (1-2)
21.0,Femenino,3,2,1,17.3,0,2.0,1,3.35,79.6,1,18,0,Medio (3-4)
22.0,Femenino,2,8,1,5.3,1,32.6,0,2.18,77.3,2,14,1,Bajo (1-2)
17.0,Masculino,4,7,1,14.6,0,8.0,0,3.71,64.7,1,20,1,Medio (3-4)
19.0,Femenino,2,9,1,16.4,0,7.3,0,2.69,70.2,6,18,1,Bajo (1-2)
23.0,Femenino,1,5,1,4.7,1,9.5,0,2.09,86.5,2,16,1,Bajo (1-2)
21.0,Femenino,3,2,1,7.2,1,13.0,1,3.5,73.7,0,15,0,Medio (3-4)
17.0,Femenino,4,4,0,16.9,1,2.6,1,4.25,55.6,0,18,0,Medio (3-4)
22.0,Masculino,4,7,0,10.1,1,11.2,0,2.72,76.5,1,20,1,Medio (3-4)
25.0,Masculino,3,3,0,6.1,1,17.6,1,3.38,100.0,1,17,1,Medio (3-4)
17.0,Masculino,4,1,1,17.4,1,2.3,0,3.78,83.5,0,20,0,Medio (3-4)
24.0,Femenino,3,9,1,9.0,1,11.5,0,2.96,69.2,2,19,1,Medio (3-4)
17.0,Masculino,1,6,1,11.0,1,5.3,0,3.76,74.5,1,12,1,Bajo (1-2)
23.0,Femenino,1,4,1,6.7,1,6.5,0,2.82,81.8,1,19,0,Bajo (1-2)
20.0,Femenino,1,6,1,16.1,0,3.4,0,3.58,57.4,0,17,0,Bajo (1-2)
17.0,Femenino,2,8,1,14.1,1,3.8,1,2.61,70.4,0,17,0,Bajo (1-2)
21.0,Masculino,3,1,1,4.9,0,2.3,0,2.22,79.0,0,18,1,Medio (3-4)
23.0,Masculino,3,5,0,6.9,1,1.7,0,3.5,93.9,2,12,0,Medio (3-4)
21.0,Masculino,3,3,0,11.9,1,10.9,1,3.41,77.6,2,21,0,Medio (3-4)
22.0,Femenino,3,1,1,14.0,0,6.1,1,3.16,94.7,1,20,0,Medio (3-4)
20.0,Femenino,4,1,0,15.1,0,0.5,0,4.23,70.5,2,21,0,Medio (3-4)
17.0,Masculino,4,5,1,11.8,0,4.0,0,4.08,41.1,0,18,0,Medio (3-4)
22.0,Masculino,2,6,0,15.3,0,8.3,1,3.51,89.4,0,14,1,Bajo (1-2)
24.0,Femenino,2,6,0,18.6,1,3.6,0,2.71,83.4,2,18,1,Bajo (1-2)
23.0,Femenino,3,8,0,13.7,0,25.9,0,3.16,85.4,0,14,0,Medio (3-4)
17.0,Femenino,3,5,0,16.7,0,14.8,0,2.94,85.0,1,17,0,Medio (3-4)
17.0,Masculino,2,6,1,3.3,0,20.0,0,2.8,76.9,3,20,1,Bajo (1-2)
19.0,Femenino,2,9,1,26.1,0,12.5,0,3.31,72.4,0,13,0,Bajo (1-2)
17.0,Masculino,4,7,0,12.3,0,6.2,1,2.56,79.8,2,16,1,Medio (3-4)
21.0,Femenino,3,10,0,15.2,1,9.0,0,2.15,73.4,4,16,1,Medio (3-4)
21.0,Masculino,2,3,1,12.8,1,9.5,1,3.26,75.0,3,21,1,Bajo (1-2)
17.0,Femenino,3,8,1,5.0,1,4.6,0,1.67,56.9,2,17,1,Medio (3-4)
22.0,Femenino,5,7,0,14.0,0,3.4,0,3.07,65.9,2,15,1,Alto (5-6)
22.0,Femenino,1,6,1,13.5,0,2.4,0,3.56,73.4,1,15,0,Bajo (1-2)
19.0,Femenino,5,1,0,8.5,1,16.5,0,2.62,55.6,3,15,0,Alto (5-6)
20.0,Masculino,2,6,0,16.6,1,4.1,0,2.81,57.9,1,13,0,Bajo (1-2)
17.0,Femenino,3,9,1,0.0,0,3.5,1,2.57,75.7,0,19,1,Medio (3-4)
20.0,Masculino,3,7,0,24.5,1,9.3,0,3.29,76.7,1,19,0,Medio (3-4)
21.0,Femenino,1,1,1,10.0,0,1.3,0,3.14,71.9,4,13,0,Bajo (1-2)
21.0,Femenino,5,3,1,16.3,0,3.8,0,2.82,51.2,2,16,1,Alto (5-6)
21.0,Masculino,3,6,0,3.6,1,8.6,0,2.71,93.5,2,19,1,Medio (3-4)
21.0,Femenino,6,9,0,9.2,1,17.9,0,2.84,63.6,0,19,1,Alto (5-6)
20.0,Masculino,2,5,1,20.4,1,0.1,0,3.51,66.8,2,12,0,Bajo (1-2)
21.0,Masculino,5,9,1,35.8,0,12.9,0,5.0,62.4,3,12,1,Alto (5-6)
23.0,Masculino,5,8,1,15.9,0,2.8,1,3.42,92.0,0,12,0,Alto (5-6)
20.0,Femenino,3,3,0,20.2,1,18.0,1,3.76,86.2,0,17,0,Medio (3-4)
21.0,Femenino,2,2,1,13.9,1,2.2,0,2.91,70.3,3,21,1,Bajo (1-2)
20.0,Masculino,4,10,0,8.9,0,9.9,0,3.11,72.6,1,12,1,Medio (3-4)
19.0,Femenino,3,6,0,20.0,0,10.5,0,3.36,79.8,1,19,0,Medio (3-4)
22.0,Femenino,5,9,0,7.4,0,10.2,0,2.95,65.5,2,19,0,Alto (5-6)
19.0,Femenino,3,10,0,6.7,1,9.6,1,3.23,85.8,1,21,0,Medio (3-4)
21.0,Masculino,2,5,0,6.4,1,12.9,0,2.64,72.5,2,17,1,Bajo (1-2)
21.0,Masculino,2,1,1,16.1,0,14.1,1,3.12,84.2,2,21,1,Bajo (1-2)
20.0,Masculino,4,10,0,13.7,0,10.6,0,2.97,82.9,2,16,1,Medio (3-4)
20.0,Masculino,6,6,1,11.0,0,7.1,1,2.84,73.1,1,14,0,Alto (5-6)
19.0,Femenino,1,2,0,13.9,1,4.1,1,3.31,61.5,1,21,0,Bajo (1-2)
17.0,Masculino,4,6,0,7.2,0,5.1,1,2.74,79.5,2,17,0,Medio (3-4)
21.0,Femenino,5,1,0,10.0,0,0.5,1,3.8,67.5,1,15,1,Alto (5-6)
21.0,Masculino,1,3,1,6.3,1,3.5,0,4.22,75.8,1,18,0,Bajo (1-2)
22.0,Femenino,1,4,1,1.1,0,7.9,0,2.36,72.4,2,16,1,Bajo (1-2)
19.0,Masculino,4,5,0,11.0,1,9.3,0,3.24,72.1,1,19,0,Medio (3-4)
25.0,Femenino,3,6,1,2.0,0,15.8,1,3.21,66.0,3,19,1,Medio (3-4)
20.0,Femenino,1,9,0,17.5,0,1.1,1,3.25,93.9,0,12,0,Bajo (1-2)
19.0,Femenino,4,4,0,18.0,0,18.7,0,2.91,73.5,0,17,1,Medio (3-4)
18.0,Femenino,3,8,0,6.2,1,4.6,1,3.75,100.0,0,20,0,Medio (3-4)
17.0,Femenino,5,10,0,12.2,0,3.5,0,3.49,78.3,1,18,0,Alto (5-6)
24.0,Masculino,5,8,1,23.1,0,7.8,0,3.8,78.5,0,19,0,Alto (5-6)
24.0,Femenino,4,3,0,8.1,0,27.3,0,3.69,78.4,0,21,0,Medio (3-4)
22.0,Masculino,3,7,0,16.6,0,4.3,0,3.73,81.4,2,15,0,Medio (3-4)
19.0,Femenino,2,3,1,8.7,0,9.1,0,2.97,85.9,1,18,1,Bajo (1-2)
24.0,Masculino,3,5,0,20.6,0,21.7,1,3.04,93.0,1,12,0,Medio (3-4)
20.0,Femenino,1,7,1,12.0,0,0.4,0,2.89,57.3,1,13,1,Bajo (1-2)
20.0,Masculino,4,3,1,8.4,0,5.4,0,3.58,83.6,3,18,1,Medio (3-4)
24.0,Masculino,2,1,0,14.4,1,4.7,0,3.59,83.0,1,14,1,Bajo (1-2)
22.0,Femenino,3,9,0,14.5,0,11.0,0,3.16,78.4,2,19,1,Medio (3-4)
25.0,Masculino,1,8,1,8.5,1,17.9,0,3.86,92.1,0,20,0,Bajo (1-2)
21.0,Femenino,2,2,0,6.1,1,8.2,1,2.8,99.5,1,20,0,Bajo (1-2)
20.0,Femenino,2,4,1,17.6,0,32.8,0,3.89,84.0,1,12,0,Bajo (1-2)
19.0,Masculino,3,3,0,20.4,1,24.3,1,3.63,76.6,0,15,0,Medio (3-4)
17.0,Masculino,4,10,1,5.1,0,8.7,1,3.8,67.1,1,17,0,Medio (3-4)
20.0,Femenino,1,10,1,3.2,1,5.9,1,3.12,86.5,2,12,0,Bajo (1-2)
23.0,Femenino,5,7,1,7.1,1,2.7,0,2.94,88.6,2,21,1,Alto (5-6)
22.0,Masculino,5,5,1,5.3,1,0.2,0,2.75,54.7,0,21,1,Alto (5-6)
21.0,Masculino,2,1,0,2.8,0,7.5,1,2.72,92.9,0,19,1,Bajo (1-2)
18.0,Masculino,4,3,1,4.4,1,16.9,0,2.44,72.5,1,14,0,Medio (3-4)
21.0,Masculino,3,1,1,8.6,1,1.4,0,2.3,56.9,2,13,0,Medio (3-4)
23.0,Masculino,2,8,1,4.3,1,5.5,0,2.95,79.7,1,20,0,Bajo (1-2)
21.0,Femenino,3,1,0,15.1,0,0.6,0,3.01,87.1,2,19,0,Medio (3-4)
21.0,Masculino,1,7,0,21.0,1,16.5,0,3.28,74.5,5,21,0,Bajo (1-2)
19.0,Femenino,5,10,0,19.1,0,12.4,1,3.41,71.4,1,15,1,Alto (5-6)
22.0,Masculino,5,4,1,12.1,0,0.7,0,3.17,92.1,0,13,0,Alto (5-6)
17.0,Femenino,4,7,1,0.0,1,0.0,0,2.6,68.3,4,21,1,Medio (3-4)
21.0,Masculino,3,9,0,18.3,1,2.1,1,4.29,93.6,0,13,0,Medio (3-4)
26.0,Masculino,3,5,1,12.3,1,19.8,0,3.48,59.9,0,17,0,Medio (3-4)
17.0,Femenino,6,5,1,13.5,0,26.0,0,4.26,79.2,1,16,1,Alto (5-6)
20.0,Masculino,2,3,1,24.6,0,3.7,1,3.49,82.9,1,17,1,Bajo (1-2)
20.0,Femenino,1,5,1,4.1,1,10.9,1,3.18,87.7,1,16,0,Bajo (1-2)
19.0,Masculino,3,9,0,0.0,0,12.4,0,2.41,92.9,0,12,0,Medio (3-4)
23.0,Femenino,2,7,0,7.7,1,6.7,0,2.67,69.9,0,18,1,Bajo (1-2)
22.0,Femenino,2,3,0,16.9,1,2.9,0,4.43,83.2,1,14,0,Bajo (1-2)
21.0,Femenino,1,6,0,14.2,0,1.7,1,2.85,68.3,0,13,0,Bajo (1-2)
22.0,Femenino,3,8,0,6.7,1,6.9,1,1.79,68.2,3,16,0,Medio (3-4)
21.0,Femenino,2,1,1,5.5,0,5.8,0,2.49,69.2,4,14,1,Bajo (1-2)
27.0,Masculino,2,8,1,7.1,1,1.5,1,1.92,83.1,0,19,0,Bajo (1-2)
21.0,Masculino,1,3,0,6.5,1,19.3,0,2.42,94.8,2,15,0,Bajo (1-2)
21.0,Masculino,3,3,0,17.1,0,0.4,0,2.94,96.6,1,17,1,Medio (3-4)
17.0,Femenino,5,5,0,11.5,0,0.2,0,3.14,74.5,1,16,1,Alto (5-6)
19.0,Femenino,2,6,1,6.2,0,1.1,0,1.85,78.1,2,20,1,Bajo (1-2)
23.0,Femenino,4,10,0,9.5,0,13.4,1,3.62,91.4,5,13,0,Medio (3-4)
18.0,Masculino,4,3,0,15.6,1,1.3,0,2.36,85.7,1,12,0,Medio (3-4)
17.0,Masculino,2,3,1,7.0,0,0.8,1,2.85,77.3,0,20,1,Bajo (1-2)
21.0,Femenino,4,4,0,15.2,0,0.1,0,3.12,78.8,1,15,0,Medio (3-4)
24.0,Masculino,4,9,0,15.1,0,0.1,1,3.69,80.9,1,19,0,Medio (3-4)
21.0,Femenino,3,10,0,13.6,1,5.0,0,3.39,75.9,0,17,0,Medio (3-4)
20.0,Femenino,1,5,1,3.7,1,2.7,1,3.36,75.6,0,19,0,Bajo (1-2)
17.0,Femenino,1,7,0,9.6,0,19.0,0,2.85,76.8,0,18,0,Bajo (1-2)
21.0,Femenino,6,10,0,11.6,0,2.6,1,2.89,77.9,0,14,1,Alto (5-6)
22.0,Masculino,4,9,1,24.2,0,5.2,0,3.89,63.6,1,17,0,Medio (3-4)
17.0,Masculino,5,7,1,1.9,0,19.6,0,3.2,83.6,2,15,0,Alto (5-6)
23.0,Femenino,5,6,0,11.5,0,6.6,1,3.53,87.2,1,15,0,Alto (5-6)
22.0,Masculino,1,10,1,10.0,1,9.9,0,3.21,93.8,0,17,0,Bajo (1-2)
23.0,Masculino,4,3,0,12.2,0,26.0,1,3.26,85.7,2,12,0,Medio (3-4)
22.0,Masculino,3,4,1,19.9,0,8.5,0,3.48,70.8,1,12,0,Medio (3-4)
22.0,Masculino,4,8,0,12.1,0,2.4,0,3.35,71.7,0,18,1,Medio (3-4)
22.0,Femenino,1,1,1,4.4,1,1.2,1,3.82,79.5,0,12,0,Bajo (1-2)
22.0,Masculino,2,6,1,14.3,0,0.5,1,3.12,84.5,2,21,0,Bajo (1-2)
17.0,Femenino,4,9,0,24.9,0,0.9,0,3.54,75.6,0,18,0,Medio (3-4)
17.0,Masculino,4,2,0,22.4,1,9.8,0,3.39,63.3,0,20,0,Medio (3-4)
19.0,Femenino,3,9,0,13.2,0,5.0,1,3.39,74.6,0,16,0,Medio (3-4)
20.0,Masculino,2,5,0,13.7,1,1.1,0,2.16,78.2,3,19,1,Bajo (1-2)
21.0,Femenino,2,9,1,12.2,1,3.1,1,3.08,86.4,0,13,1,Bajo (1-2)
21.0,Femenino,6,7,0,14.9,1,5.5,0,3.71,63.1,0,18,0,Alto (5-6)
23.0,Masculino,3,2,0,8.9,0,4.4,0,2.74,80.7,3,15,1,Medio (3-4)
23.0,Masculino,3,8,1,18.8,0,6.5,1,3.54,81.2,2,19,0,Medio (3-4)
19.0,Femenino,3,1,1,9.2,1,0.7,0,4.07,70.5,1,15,0,Medio (3-4)
21.0,Masculino,3,3,0,13.7,0,28.7,0,3.38,72.1,2,19,0,Medio (3-4)
19.0,Masculino,3,9,1,1.3,0,15.7,0,1.54,67.6,4,20,1,Medio (3-4)
20.0,Femenino,3,9,0,14.4,0,8.8,1,2.54,83.4,3,12,1,Medio (3-4)
21.0,Masculino,4,1,1,0.0,0,13.3,0,2.47,86.3,2,12,1,Medio (3-4)
17.0,Femenino,5,4,0,10.5,0,35.9,1,2.67,94.0,0,15,0,Alto (5-6)
26.0,Masculino,5,1,1,6.4,1,4.6,0,2.94,63.8,0,17,0,Alto (5-6)
22.0,Femenino,3,3,0,15.7,1,0.5,0,3.16,76.1,3,20,0,Medio (3-4)
19.0,Femenino,3,10,1,18.9,0,5.2,0,4.03,53.1,2,16,0,Medio (3-4)
25.0,Masculino,4,2,1,9.7,1,6.0,0,2.49,76.1,1,20,0,Medio (3-4)
20.0,Masculino,4,7,0,22.7,1,12.7,0,3.52,84.0,1,19,0,Medio (3-4)
21.0,Masculino,3,9,0,17.9,0,0.4,0,3.51,93.7,1,19,0,Medio (3-4)
19.0,Masculino,4,9,0,20.8,1,22.1,0,3.7,60.1,3,21,0,Medio (3-4)
24.0,Masculino,4,4,0,25.1,0,11.2,1,3.8,71.1,0,15,0,Medio (3-4)
20.0,Masculino,4,7,1,4.7,0,13.2,0,1.61,76.4,2,18,1,Medio (3-4)
21.0,Masculino,4,5,1,8.7,0,7.0,0,3.03,58.8,0,19,0,Medio (3-4)
23.0,Femenino,2,2,1,17.5,0,1.8,0,3.31,76.7,2,21,0,Bajo (1-2)
22.0,Femenino,3,3,0,14.0,0,3.7,0,3.66,84.2,0,14,0,Medio (3-4)
20.0,Femenino,3,8,1,12.4,1,1.2,1,3.52,66.2,2,19,0,Medio (3-4)
23.0,Masculino,1,7,1,11.5,0,10.7,1,3.24,80.3,0,14,1,Bajo (1-2)
26.0,Femenino,5,6,0,10.4,0,7.2,1,3.23,69.9,0,21,0,Alto (5-6)
21.0,Femenino,3,8,0,23.7,0,8.5,0,4.34,91.8,1,17,0,Medio (3-4)
21.0,Masculino,2,7,0,7.4,1,6.4,0,3.51,80.1,1,20,0,Bajo (1-2)
21.0,Femenino,4,4,0,18.1,1,22.7,1,3.55,75.6,2,17,0,Medio (3-4)
23.0,Femenino,4,3,0,17.1,0,9.8,1,4.44,69.6,1,12,1,Medio (3-4)
19.0,Masculino,4,10,1,4.0,1,27.7,0,2.47,78.9,3,15,1,Medio (3-4)
20.0,Masculino,3,10,0,9.0,0,0.2,0,2.41,91.6,2,18,0,Medio (3-4)
17.0,Femenino,5,1,0,10.0,0,9.3,1,3.05,74.3,1,18,0,Alto (5-6)
18.0,Femenino,3,8,1,14.1,0,0.0,1,3.05,74.6,0,17,1,Medio (3-4)
